world_key,scenario,capacity_cv,pressure,graph_regime,mean_degree,order_free,order_connected,free_found,connected_found,blocked,delayed
E3:uniform:p0.7:cv0.65:r27,uniform,0.65,0.7,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv0.65:r28,uniform,0.65,0.7,partitioned,4.0,1.0,1.0,True,True,False,False
E3:uniform:p0.7:cv0.65:r28,uniform,0.65,0.7,threshold,5.25,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv0.65:r28,uniform,0.65,0.7,medium,8.625,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv0.65:r28,uniform,0.65,0.7,dense,12.625,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv0.65:r28,uniform,0.65,0.7,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv0.65:r29,uniform,0.65,0.7,partitioned,3.375,2.0,3.0,True,True,False,True
E3:uniform:p0.7:cv0.65:r29,uniform,0.65,0.7,threshold,4.5,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv0.65:r29,uniform,0.65,0.7,medium,8.125,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv0.65:r29,uniform,0.65,0.7,dense,10.875,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv0.65:r29,uniform,0.65,0.7,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r0,uniform,0.65,0.85,partitioned,8.75,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r0,uniform,0.65,0.85,threshold,9.5,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r0,uniform,0.65,0.85,medium,12.5,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r0,uniform,0.65,0.85,dense,14.875,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r0,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r1,uniform,0.65,0.85,partitioned,2.375,1.0,1.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r1,uniform,0.65,0.85,threshold,3.125,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r1,uniform,0.65,0.85,medium,5.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r1,uniform,0.65,0.85,dense,6.625,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r1,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r2,uniform,0.65,0.85,partitioned,4.25,1.0,1.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r2,uniform,0.65,0.85,threshold,4.875,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r2,uniform,0.65,0.85,medium,9.25,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r2,uniform,0.65,0.85,dense,12.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r2,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r3,uniform,0.65,0.85,partitioned,4.375,1.0,1.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r3,uniform,0.65,0.85,threshold,5.375,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r3,uniform,0.65,0.85,medium,8.375,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r3,uniform,0.65,0.85,dense,11.125,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r3,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r4,uniform,0.65,0.85,partitioned,2.5,1.0,1.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r4,uniform,0.65,0.85,threshold,3.25,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r4,uniform,0.65,0.85,medium,6.375,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r4,uniform,0.65,0.85,dense,9.875,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r4,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r5,uniform,0.65,0.85,partitioned,5.5,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r5,uniform,0.65,0.85,threshold,6.375,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r5,uniform,0.65,0.85,medium,11.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r5,uniform,0.65,0.85,dense,14.125,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r5,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r6,uniform,0.65,0.85,partitioned,3.125,1.0,1.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r6,uniform,0.65,0.85,threshold,4.25,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r6,uniform,0.65,0.85,medium,7.75,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r6,uniform,0.65,0.85,dense,11.5,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r6,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r7,uniform,0.65,0.85,partitioned,6.875,1.0,1.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r7,uniform,0.65,0.85,threshold,8.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r7,uniform,0.65,0.85,medium,11.375,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r7,uniform,0.65,0.85,dense,14.5,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r7,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r8,uniform,0.65,0.85,partitioned,3.375,1.0,1.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r8,uniform,0.65,0.85,threshold,4.25,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r8,uniform,0.65,0.85,medium,8.875,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r8,uniform,0.65,0.85,dense,11.75,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r8,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r9,uniform,0.65,0.85,partitioned,3.75,1.0,1.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r9,uniform,0.65,0.85,threshold,4.125,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r9,uniform,0.65,0.85,medium,7.375,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r9,uniform,0.65,0.85,dense,10.75,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r9,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r10,uniform,0.65,0.85,partitioned,3.0,1.0,1.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r10,uniform,0.65,0.85,threshold,3.875,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r10,uniform,0.65,0.85,medium,7.125,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r10,uniform,0.65,0.85,dense,10.375,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r10,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r11,uniform,0.65,0.85,partitioned,3.625,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r11,uniform,0.65,0.85,threshold,4.125,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r11,uniform,0.65,0.85,medium,7.5,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r11,uniform,0.65,0.85,dense,10.75,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r11,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r12,uniform,0.65,0.85,partitioned,3.375,1.0,1.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r12,uniform,0.65,0.85,threshold,4.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r12,uniform,0.65,0.85,medium,9.25,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r12,uniform,0.65,0.85,dense,12.625,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r12,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r13,uniform,0.65,0.85,partitioned,4.5,1.0,1.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r13,uniform,0.65,0.85,threshold,5.625,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r13,uniform,0.65,0.85,medium,9.5,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r13,uniform,0.65,0.85,dense,12.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r13,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r14,uniform,0.65,0.85,partitioned,4.125,1.0,1.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r14,uniform,0.65,0.85,threshold,4.875,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r14,uniform,0.65,0.85,medium,8.125,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r14,uniform,0.65,0.85,dense,11.75,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r14,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r15,uniform,0.65,0.85,partitioned,3.5,1.0,1.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r15,uniform,0.65,0.85,threshold,4.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r15,uniform,0.65,0.85,medium,6.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r15,uniform,0.65,0.85,dense,9.875,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r15,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r16,uniform,0.65,0.85,partitioned,4.0,1.0,1.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r16,uniform,0.65,0.85,threshold,4.375,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r16,uniform,0.65,0.85,medium,6.75,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r16,uniform,0.65,0.85,dense,10.625,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r16,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r17,uniform,0.65,0.85,partitioned,3.75,1.0,1.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r17,uniform,0.65,0.85,threshold,4.625,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r17,uniform,0.65,0.85,medium,8.125,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r17,uniform,0.65,0.85,dense,12.25,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r17,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r18,uniform,0.65,0.85,partitioned,5.75,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r18,uniform,0.65,0.85,threshold,6.875,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r18,uniform,0.65,0.85,medium,11.625,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r18,uniform,0.65,0.85,dense,14.125,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r18,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r19,uniform,0.65,0.85,partitioned,3.375,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r19,uniform,0.65,0.85,threshold,4.625,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r19,uniform,0.65,0.85,medium,8.75,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r19,uniform,0.65,0.85,dense,11.5,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r19,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r20,uniform,0.65,0.85,partitioned,4.375,1.0,1.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r20,uniform,0.65,0.85,threshold,5.125,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r20,uniform,0.65,0.85,medium,8.5,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r20,uniform,0.65,0.85,dense,11.875,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r20,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r21,uniform,0.65,0.85,partitioned,4.375,1.0,1.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r21,uniform,0.65,0.85,threshold,5.375,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r21,uniform,0.65,0.85,medium,8.25,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r21,uniform,0.65,0.85,dense,12.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r21,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r22,uniform,0.65,0.85,partitioned,3.875,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r22,uniform,0.65,0.85,threshold,5.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r22,uniform,0.65,0.85,medium,9.125,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r22,uniform,0.65,0.85,dense,12.875,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r22,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r23,uniform,0.65,0.85,partitioned,4.125,1.0,1.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r23,uniform,0.65,0.85,threshold,5.625,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r23,uniform,0.65,0.85,medium,8.875,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r23,uniform,0.65,0.85,dense,11.5,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r23,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r24,uniform,0.65,0.85,partitioned,3.0,1.0,1.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r24,uniform,0.65,0.85,threshold,3.625,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r24,uniform,0.65,0.85,medium,6.125,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r24,uniform,0.65,0.85,dense,9.375,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r24,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r25,uniform,0.65,0.85,partitioned,4.375,1.0,1.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r25,uniform,0.65,0.85,threshold,5.375,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r25,uniform,0.65,0.85,medium,9.625,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r25,uniform,0.65,0.85,dense,13.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r25,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r26,uniform,0.65,0.85,partitioned,3.0,1.0,1.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r26,uniform,0.65,0.85,threshold,3.875,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r26,uniform,0.65,0.85,medium,7.5,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r26,uniform,0.65,0.85,dense,11.375,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r26,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r27,uniform,0.65,0.85,partitioned,3.75,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r27,uniform,0.65,0.85,threshold,5.375,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r27,uniform,0.65,0.85,medium,8.5,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r27,uniform,0.65,0.85,dense,11.625,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r27,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r28,uniform,0.65,0.85,partitioned,5.25,1.0,1.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r28,uniform,0.65,0.85,threshold,6.125,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r28,uniform,0.65,0.85,medium,9.875,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r28,uniform,0.65,0.85,dense,13.875,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r28,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r29,uniform,0.65,0.85,partitioned,3.5,1.0,1.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r29,uniform,0.65,0.85,threshold,4.625,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r29,uniform,0.65,0.85,medium,9.25,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r29,uniform,0.65,0.85,dense,12.625,2.0,2.0,True,True,False,False
E3:uniform:p0.85:cv0.65:r29,uniform,0.65,0.85,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r0,uniform,1.0,0.7,partitioned,5.75,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r0,uniform,1.0,0.7,threshold,7.125,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r0,uniform,1.0,0.7,medium,10.125,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r0,uniform,1.0,0.7,dense,14.375,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r0,uniform,1.0,0.7,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r1,uniform,1.0,0.7,partitioned,5.375,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r1,uniform,1.0,0.7,threshold,7.25,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r1,uniform,1.0,0.7,medium,9.375,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r1,uniform,1.0,0.7,dense,12.625,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r1,uniform,1.0,0.7,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r2,uniform,1.0,0.7,partitioned,3.0,1.0,1.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r2,uniform,1.0,0.7,threshold,3.75,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r2,uniform,1.0,0.7,medium,6.625,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r2,uniform,1.0,0.7,dense,10.125,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r2,uniform,1.0,0.7,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r3,uniform,1.0,0.7,partitioned,2.375,1.0,1.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r3,uniform,1.0,0.7,threshold,3.375,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r3,uniform,1.0,0.7,medium,5.875,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r3,uniform,1.0,0.7,dense,9.125,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r3,uniform,1.0,0.7,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r4,uniform,1.0,0.7,partitioned,6.25,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r4,uniform,1.0,0.7,threshold,7.0,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r4,uniform,1.0,0.7,medium,11.875,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r4,uniform,1.0,0.7,dense,14.5,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r4,uniform,1.0,0.7,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r5,uniform,1.0,0.7,partitioned,3.5,1.0,1.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r5,uniform,1.0,0.7,threshold,4.75,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r5,uniform,1.0,0.7,medium,7.375,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r5,uniform,1.0,0.7,dense,10.875,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r5,uniform,1.0,0.7,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r6,uniform,1.0,0.7,partitioned,3.75,2.0,3.0,True,True,False,True
E3:uniform:p0.7:cv1.0:r6,uniform,1.0,0.7,threshold,4.375,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r6,uniform,1.0,0.7,medium,8.125,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r6,uniform,1.0,0.7,dense,12.125,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r6,uniform,1.0,0.7,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r7,uniform,1.0,0.7,partitioned,3.625,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r7,uniform,1.0,0.7,threshold,3.875,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r7,uniform,1.0,0.7,medium,7.625,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r7,uniform,1.0,0.7,dense,11.625,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r7,uniform,1.0,0.7,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r8,uniform,1.0,0.7,partitioned,2.375,1.0,1.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r8,uniform,1.0,0.7,threshold,3.375,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r8,uniform,1.0,0.7,medium,5.125,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r8,uniform,1.0,0.7,dense,7.75,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r8,uniform,1.0,0.7,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r9,uniform,1.0,0.7,partitioned,2.625,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r9,uniform,1.0,0.7,threshold,3.25,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r9,uniform,1.0,0.7,medium,5.875,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r9,uniform,1.0,0.7,dense,9.0,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r9,uniform,1.0,0.7,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r10,uniform,1.0,0.7,partitioned,3.25,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r10,uniform,1.0,0.7,threshold,4.0,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r10,uniform,1.0,0.7,medium,7.375,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r10,uniform,1.0,0.7,dense,11.5,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r10,uniform,1.0,0.7,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r11,uniform,1.0,0.7,partitioned,2.875,2.0,,True,False,True,False
E3:uniform:p0.7:cv1.0:r11,uniform,1.0,0.7,threshold,3.75,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r11,uniform,1.0,0.7,medium,5.375,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r11,uniform,1.0,0.7,dense,8.875,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r11,uniform,1.0,0.7,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r12,uniform,1.0,0.7,partitioned,3.5,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r12,uniform,1.0,0.7,threshold,4.375,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r12,uniform,1.0,0.7,medium,7.25,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r12,uniform,1.0,0.7,dense,10.125,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r12,uniform,1.0,0.7,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r13,uniform,1.0,0.7,partitioned,4.5,1.0,1.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r13,uniform,1.0,0.7,threshold,5.25,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r13,uniform,1.0,0.7,medium,9.75,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r13,uniform,1.0,0.7,dense,12.875,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r13,uniform,1.0,0.7,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r14,uniform,1.0,0.7,partitioned,2.625,1.0,1.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r14,uniform,1.0,0.7,threshold,3.25,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r14,uniform,1.0,0.7,medium,6.0,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r14,uniform,1.0,0.7,dense,8.75,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r14,uniform,1.0,0.7,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r15,uniform,1.0,0.7,partitioned,2.625,1.0,1.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r15,uniform,1.0,0.7,threshold,3.25,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r15,uniform,1.0,0.7,medium,5.75,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r15,uniform,1.0,0.7,dense,8.875,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r15,uniform,1.0,0.7,complete,15.0,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r16,uniform,1.0,0.7,partitioned,4.125,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r16,uniform,1.0,0.7,threshold,4.5,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r16,uniform,1.0,0.7,medium,7.125,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r16,uniform,1.0,0.7,dense,10.625,2.0,2.0,True,True,False,False
E3:uniform:p0.7:cv1.0:r16,uniform,1.0,0.7,complete,15.0,2.0,2.0,True,True,False,False
